Vernier Format 2
biela-manivela-20Hz-22-05-2024.cmbl 22/04/2025 11:31:55 .
Último
Tiempo	Angulo	Velocidad 1	Aceleración 1	Posición	Velocidad 2	Aceleración 2
t	Angulo	v 1	a 1	x	v 2	a 2
s	rad	rad/s	rad/s²	m	m/s	m/s²

13.85	-74.7524518629	-5.13902501994	5.94166100099	0.270284	0.111665555556	1.68583441358
13.9	-74.9967979582	-4.935403274	3.39369576787	0.278516	0.185124722222	1.26513009259
13.95	-75.2411440535	-4.85783308494	1.83151835367	0.2896635	0.236574722222	0.875179320988
14	-75.4854901488	-4.76087034833	0.538681870123	0.302869	0.270303055556	0.538160648148
14.05	-75.7123829515	-4.77056662194	-1.22280784154	0.317275	0.288596388889	0.242217283951
14.1	-75.9567290468	-4.89661817939	-2.72034343444	0.3321955	0.294217777778	-0.0452569444444
14.15	-76.2010751421	-5.07115110456	-3.56068714546	0.3472875	0.284880555556	-0.354274537037
14.2	-76.4628745299	-5.27477285044	-3.52297941306	0.361179	0.260965833333	-0.705531944444
14.25	-76.7246739177	-5.50748341711	-1.5675642338	0.374213	0.216566388889	-1.07965601852
14.3	-77.0213798905	-5.55596478517	2.66108842543	0.3839885	0.147966388889	-1.33203626543
14.35	-77.3006325708	-5.20689893511	6.10326555926	0.389305	0.0722205555556	-1.35093302469
14.4	-77.5449786661	-4.78026289606	6.27025694093	0.390677	0.00581194444444	-1.21002777778
14.45	-77.7718714689	-4.46998213994	4.01317991701	0.389305	-0.0482105555556	-1.05737160494
14.5	-77.9813109791	-4.38271567728	1.46521468191	0.3857035	-0.0969927777778	-0.955477314815
14.55	-78.2082037819	-4.37301940361	-0.242406839414	0.3795295	-0.142726111111	-0.881584104938
14.6	-78.4176432921	-4.41180449806	-1.69684788281	0.3712975	-0.18522	-0.813037037037
14.65	-78.6445360949	-4.54755232867	-2.96813709167	0.360836	-0.223902777778	-0.742637345679
14.7	-78.8714288976	-4.72208525383	-4.00779309858	0.348831	-0.259917777778	-0.647941820988
14.75	-79.1157749929	-4.93540327383	-5.22521411966	0.334768	-0.292312222222	-0.456751080247
14.8	-79.3601210882	-5.24568402961	-6.36183285935	0.3191615	-0.312701666667	-0.0888200617284
14.85	-79.6393737685	-5.59474987989	-6.88435427256	0.3026975	-0.310891388889	0.50290787037
14.9	-79.9186264488	-5.96320827778	-6.38876695472	0.2865765	-0.271351111111	1.27026450617
14.95	-80.2327857142	-6.34136294917	-3.45295077204	0.273371	-0.182266388889	1.97182654321
15	-80.5643982721	-6.43832568494	1.90154699432	0.2666825	-0.0569761111111	2.29127175926
15.05	-80.8960108299	-6.13774120283	6.67965515889	0.2677115	0.0693622222222	2.1223654321
15.1	-81.1927168028	-5.55596478594	7.15908202278	0.275086	0.166450277778	1.67810632716
15.15	-81.4370628981	-5.22629148261	3.57146078599	0.2855475	0.235336111111	1.22474290123
15.2	-81.6988622859	-5.22629148244	-0.123896826759	0.2992675	0.285261666667	0.830292901235
15.25	-81.9606616737	-5.29416539767	-2.88194799015	0.3147025	0.317846666667	0.446588117284
15.3	-82.2224610615	-5.50748341717	-5.2467613909	0.331681	0.332805277778	0.00375817901236
15.35	-82.5017137418	-5.89533436183	-5.71541461923	0.3490025	0.322229444444	-0.519846141975
15.4	-82.8158730071	-6.20561511806	-3.43679032074	0.3651235	0.281736388889	-1.0545662037
15.45	-83.1300322725	-6.32197040189	0.57100277929	0.378329	0.213231666667	-1.49453780864
15.5	-83.4616448304	-6.14743747639	4.33100222022	0.3874185	0.123003611111	-1.72198703704
15.55	-83.7583508032	-5.72080143683	4.76733453179	0.390677	0.0300125	-1.70727191358
15.6	-84.020150191	-5.52687596444	2.3702002171	0.3898195	-0.0521169444444	-1.57388302469
15.65	-84.2994028713	-5.54626851178	0.764928248148	0.385189	-0.126814722222	-1.4235029321
15.7	-84.5786555516	-5.53657223867	0.597936870093	0.376957	-0.195128888889	-1.25105015432
15.75	-84.857908232	-5.45900204978	0.0915759200305	0.365295	-0.253915277778	-1.03371095679
15.8	-85.1197076198	-5.46869832289	-1.4490542196	0.3510605	-0.300410833333	-0.758411111111
15.85	-85.3989603001	-5.60444615333	-3.01661845784	0.334768	-0.333091111111	-0.385292746914
15.9	-85.6782129804	-5.79837162572	-3.85696217608	0.3171035	-0.34643	0.15948441358
15.95	-85.9749189532	-6.06017101389	-2.97352391466	0.298753	-0.325468888889	0.8703625
16	-86.2890782186	-6.19591884494	0.113123192191	0.282632	-0.2598225	1.5690132716
16.05	-86.603237484	-6.11834865556	4.49260678083	0.2711415	-0.157208333333	2.00718518519
16.1	-86.9173967493	-5.70140888961	7.73008480395	0.2663395	-0.0408741666667	2.04566682099
16.15	-87.1791961371	-5.16811384072	7.30452612685	0.267883	0.0601202777778	1.78841682099
16.2	-87.4235422324	-4.83844053772	4.05627446657	0.273371	0.139200833333	1.46076712963
16.25	-87.6504350352	-4.77056662194	0.646418243766	0.282289	0.203703888889	1.15868364198
16.3	-87.8947811304	-4.85783308444	-1.29283648448	0.2941225	0.255916111111	0.847125308642
16.35	-88.1391272257	-4.92570700022	-2.64492797411	0.3087	0.289549166667	0.518999228395
16.4	-88.383473321	-5.09054365183	-4.46567268543	0.323792	0.306032222222	0.209611111111
16.45	-88.6452727088	-5.34264676594	-6.55575833164	0.33957	0.311844166667	-0.142969598765
16.5	-88.9070720966	-5.78867535261	-7.44997023049	0.355691	0.297933611111	-0.618299845679
16.55	-89.221231362	-6.26379275972	-4.84274998982	0.3706115	0.254296388889	-1.16577654321
16.6	-89.5528439198	-6.36075549589	-0.436332313365	0.3826165	0.177216666667	-1.61368796296
16.65	-89.8670031852	-6.23470393894	2.68263569991	0.3891335	0.0809861111111	-1.80323780864
16.7	-90.1811624505	-5.982600825	3.53913987074	0.3905055	-0.0133388888889	-1.75549305556
16.75	-90.4604151309	-5.80806789983	2.69879615978	0.3874185	-0.0991841666667	-1.5822992284
16.8	-90.7571211037	-5.73049771044	1.87999971981	0.380044	-0.172452777778	-1.37088842593
16.85	-91.036373784	-5.62383870072	0.991174633827	0.369754	-0.235050277778	-1.16651759259
16.9	-91.3156264643	-5.60444615394	-0.457879590216	0.356377	-0.290787777778	-0.914666666667
16.95	-91.5948791447	-5.64323124844	-2.48871022781	0.3400845	-0.331471388889	-0.5445125
17	-91.874131825	-5.82746044678	-4.88584454	0.32242	-0.351193888889	-0.0212787037037
17.05	-92.1708377978	-6.16683002372	-6.05478419574	0.303898	-0.341570833333	0.683141666667
17.1	-92.4849970632	-6.574073516	-3.92160399741	0.2865765	-0.289358611111	1.49427314815
17.15	-92.8340629136	-6.79708780906	2.76882480293	0.272685	-0.186744444444	2.14427932099
17.2	-93.2005820565	-6.32197040144	9.78784953985	0.2663395	-0.0518311111111	2.29148348765
17.25	-93.4798347368	-5.54626851178	11.5762733393	0.2683975	0.0666944444444	1.91709475309
17.3	-93.7416341246	-4.97418836833	9.13065766015	0.2749145	0.145965555556	1.37173533951
17.35	-93.9685269274	-4.6057299705	5.34372413028	0.2841755	0.196176944444	0.951348611111
17.4	-94.1954197301	-4.44089331894	1.35209148895	0.29498	0.232477777778	0.709766512346
17.45	-94.4048592404	-4.46998213978	-2.44561567951	0.3074995	0.26411	0.542554012346
17.5	-94.6317520431	-4.73178152744	-5.11747774577	0.3215625	0.289739722222	0.315687037037
17.55	-94.8760981384	-5.06145483083	-5.92550054855	0.3369975	0.301554166667	-0.0392756172839
17.6	-95.1378975262	-5.39112813394	-4.98280727997	0.352604	0.291073611111	-0.504125308642
17.65	-95.4171502065	-5.64323124839	-2.23014293444	0.367353	0.251628611111	-0.97156867284
17.7	-95.7138561794	-5.652927522	1.21742102269	0.3788435	0.187220833333	-1.29244305556
17.75	-95.9931088597	-5.43960950206	3.04893937364	0.3863895	0.113571111111	-1.41656882716
17.8	-96.2549082475	-5.25538030328	2.89272163086	0.3901625	0.0395402777778	-1.3976720679
17.85	-96.5167076353	-5.109936199	1.60527196722	0.389991	-0.0277258333333	-1.33182453704
17.9	-96.7610537306	-5.08084737806	-0.199312288765	0.387247	-0.0915619444444	-1.29884783951
17.95	-97.0228531184	-5.11963247217	-2.25169020731	0.3809015	-0.156160277778	-1.29186080247
18	-97.2671992136	-5.29416539767	-4.45489904935	0.3716405	-0.220949166667	-1.26708858025
18.05	-97.546451894	-5.59474988017	-6.03323691944	0.3589495	-0.286976666667	-1.12867114198
18.1	-97.8257045743	-5.93411945644	-6.82509926522	0.342657	-0.343571666667	-0.755341049383
18.15	-98.1398638396	-6.29288158067	-6.98131700966	0.3236205	-0.375108611111	-0.0882907407407
18.2	-98.454023105	-6.66133997856	-5.96320827762	0.3033835	-0.3627225	0.80949058642
18.25	-98.8030889554	-7.02010210239	-1.96618881426	0.2852045	-0.297266666667	1.74104259259
18.3	-99.1696080983	-7.03949464939	5.42452641549	0.2711415	-0.176645	2.36971712963
18.35	-99.5361272412	-6.46741450556	12.3142675096	0.2663395	-0.0312511111111	2.37167561728
18.4	-99.8328332141	-5.54626850994	13.9303131036	0.269598	0.084035	1.86024567901
18.45	-100.077179309	-4.84813681011	10.6120327793	0.276801	0.155969722222	1.26804135802
18.5	-100.304072112	-4.45058959306	5.95243461525	0.2862335	0.200464444444	0.855223919753
18.55	-100.513511622	-4.28575294383	1.73994242407	0.297038	0.234859722222	0.595644907407
18.6	-100.722951133	-4.34393058389	-1.17432646704	0.310072	0.259631944444	0.377405864198
18.65	-100.949843935	-4.42150077278	-3.67919715858	0.3236205	0.271351111111	0.187591358025
18.7	-101.159283446	-4.65421134111	-7.01902472657	0.3373405	0.277544166667	-0.00476388888892
18.75	-101.403629541	-5.12932874611	-9.92251998148	0.351575	0.275638611111	-0.307747222222
18.8	-101.665428929	-5.74989025667	-10.4127204904	0.365638	0.254582222222	-0.77175
18.85	-101.979588194	-6.33166667333	-7.28297885494	0.378329	0.202846388889	-1.31308657407
18.9	-102.311200752	-6.61285860889	-1.31438377839	0.3874185	0.117858611111	-1.72399845679
18.95	-102.660266602	-6.46741450722	4.55724858426	0.3908485	0.0163877777778	-1.83224459877
19	-102.974425868	-5.98260082667	6.73891017778	0.388619	-0.0777466666667	-1.66942546296
19.05	-103.253678548	-5.57535733222	4.35254951821	0.382102	-0.152444444444	-1.43663009259
19.1	-103.515477936	-5.48809086833	0.290888226543	0.3730125	-0.217138055556	-1.26375385802
19.15	-103.794730616	-5.60444615	-3.04355256698	0.3603215	-0.277639444444	-1.09892330247
19.2	-104.073983296	-5.81776417278	-5.81237739506	0.345058	-0.331471388889	-0.815101388889
19.25	-104.370689269	-6.17652630111	-8.38188987407	0.3267075	-0.37044	-0.258202777778
19.3	-104.684848535	-6.69042880056	-9.63701858148	0.306642	-0.372821944444	0.642436882716
19.35	-105.033914385	-7.28190148667	-7.38532839228	0.287091	-0.317370277778	1.7451183642
19.4	-105.41788682	-7.68914498167	0.129283636729	0.271656	-0.190555555556	2.62728472222
19.45	-105.836765841	-7.3885605	9.73398134753	0.2659965	-0.0216280555556	2.79492067901
19.5	-106.185831691	-6.48680705222	14.695241346	0.2707985	0.122908333333	2.23341697531
19.55	-106.482537664	-5.59474988	12.9391384407	0.2810885	0.209801666667	1.43922376543
19.6	-106.726883759	-5.05175856	7.65466932099	0.2934365	0.255344444444	0.830292901235
19.65	-106.971229855	-4.88692190889	2.81730617253	0.3071565	0.282212777778	0.447646759259
19.7	-107.21557595	-4.81904799167	-0.975014166975	0.322077	0.296599722222	0.162977932099
19.75	-107.442468753	-4.98388464389	-4.26851509759	0.337169	0.300125	-0.137919876543
19.8	-107.704268141	-5.342646765	-5.47677851901	0.3527755	0.286405	-0.494666342593
19.85	-107.983520821	-5.60444615056	-4.99411958605	0.3668385	0.248770277778	-0.798793009259
19.9	-108.262773501	-5.87012405067	-3.76700228093	0.378329	0.199168666667	-0.943901064815
19.95	-108.576932767	-6.00684150611	-2.01413143509	0.386904	0.146299027778	-0.938464938272
20	-108.873638739	-5.99229708889	-0.692744775554	0.390677	0.105377222222	-0.881181820988
